type        entry_flag  entry_name                              entry_disp                              version                 latest                  release         support         web_regexp                                                                                                                                      web_path                                                                                                                                        web_tstamp                                      web_size        web_check                                       web_status      iso_path                                                                                iso_tstamp                                      iso_size        iso_volume                                  rmk_path                                                                                rmk_tstamp                                      rmk_size        rmk_volume                                  ldr_initrd                                                                              ldr_kernel                                                                              cfg_path                                                                                cfg_tstamp                                      lnk_path                                                                                create_flag 
dvd         o           debian-13                               Debian%2013                             debian-13.0             debian-13.0             2025-08-09      2028-08-09      https://cdimage.debian.org/cdimage/release/current/amd64/iso-dvd/debian-13.[0-9.]*-amd64-DVD-1.iso                                              https://cdimage.debian.org/cdimage/release/current/amd64/iso-dvd/debian-13.3.0-amd64-DVD-1.iso                                                  2026-01-10%2013:09:43+0000                      3925868544      -                                               200             :_DIRS_ISOS_:/linux/debian/debian-13.3.0-amd64-DVD-1.iso                                2026-01-10%2013:09:43+0000                      3925868544      Debian%2013.3.0%20amd64%201                 :_DIRS_RMAK_:/debian-13.3.0-amd64-DVD-1_preseed.iso                                     2026-01-12%2015:56:28+0000                      4123164672      Debian%2013.3.0%20amd64%201                 :_DIRS_LOAD_:/debian-13/install.amd/initrd.gz                                           :_DIRS_LOAD_:/debian-13/install.amd/vmlinuz                                             :_DIRS_CONF_:/preseed/ps_debian_server.cfg                                              2026-01-21%2014:40:16+0000                      -                                                                                       c           
dvd         =           debian-14                               Debian%2014                             debian-14.0             debian-14.0             2027-xx-xx      20xx-xx-xx      -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/linux/debian/debian-14.0.0-amd64-DVD-1.iso                                -                                               -               -                                           -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/debian-14/install.amd/initrd.gz                                           :_DIRS_LOAD_:/debian-14/install.amd/vmlinuz                                             :_DIRS_CONF_:/preseed/ps_debian_server.cfg                                              -                                               -                                                                                       -           
dvd         o           debian-testing                          Debian%20testing                        debian-testing          debian-testing          20xx-xx-xx      20xx-xx-xx      https://cdimage.debian.org/cdimage/weekly-builds/amd64/iso-dvd/debian-testing-amd64-DVD-1.iso                                                   https://cdimage.debian.org/cdimage/weekly-builds/amd64/iso-dvd/debian-testing-amd64-DVD-1.iso                                                   2026-01-20%2002:04:46+0000                      3968434176      2026-01-22%2012:45:28+0000                      200             :_DIRS_ISOS_:/linux/debian/debian-testing-amd64-DVD-1.iso                               2026-01-20%2002:04:46+0000                      3968434176      Debian%20testing%20amd64%201                :_DIRS_RMAK_:/debian-testing-amd64-DVD-1_preseed.iso                                    2026-01-12%2016:00:02+0000                      4236345344      Debian%20testing%20amd64%201                :_DIRS_LOAD_:/debian-testing/install.amd/initrd.gz                                      :_DIRS_LOAD_:/debian-testing/install.amd/vmlinuz                                        :_DIRS_CONF_:/preseed/ps_debian_server.cfg                                              2026-01-21%2014:40:16+0000                      -                                                                                       c           
dvd         L           ubuntu-live-20.04                       Ubuntu%2020.04%20Live%20Server          ubuntu-20.04            ubuntu-20.04            2020-04-23      2025-05-29      https://releases.ubuntu.com/20.04/ubuntu-20.04[0-9.]*-live-server-amd64.iso                                                                     -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/linux/ubuntu/ubuntu-20.04.6-live-server-amd64.iso                         -                                               -               -                                           :_DIRS_RMAK_:/ubuntu-20.04.6-live-server-amd64_nocloud.iso                              -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-live-20.04/casper/initrd                                           :_DIRS_LOAD_:/ubuntu-live-20.04/casper/vmlinuz                                          :_DIRS_CONF_:/nocloud/ubuntu_server_old                                                 -                                               -                                                                                       -           
dvd         S           ubuntu-live-22.04                       Ubuntu%2022.04%20Live%20Server          ubuntu-22.04            ubuntu-22.04            2022-04-21      2027-06-01      https://releases.ubuntu.com/22.04/ubuntu-22.04[0-9.]*-live-server-amd64.iso                                                                     -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/linux/ubuntu/ubuntu-22.04.5-live-server-amd64.iso                         -                                               -               -                                           :_DIRS_RMAK_:/ubuntu-22.04.5-live-server-amd64_nocloud.iso                              -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-live-22.04/casper/initrd                                           :_DIRS_LOAD_:/ubuntu-live-22.04/casper/vmlinuz                                          :_DIRS_CONF_:/nocloud/ubuntu_server_old                                                 -                                               -                                                                                       -           
dvd         o           ubuntu-live-24.04                       Ubuntu%2024.04%20Live%20Server          ubuntu-24.04            ubuntu-24.04            2024-04-25      2029-05-31      https://releases.ubuntu.com/24.04/ubuntu-24.04[0-9.]*-live-server-amd64.iso                                                                     https://releases.ubuntu.com/24.04/ubuntu-24.04.3-live-server-amd64.iso                                                                          2025-08-05%2023:54:22+0000                      3303444480      -                                               200             :_DIRS_ISOS_:/linux/ubuntu/ubuntu-24.04.3-live-server-amd64.iso                         2025-08-05%2023:54:22+0000                      3303444480      Ubuntu-Server%2024.04.3%20LTS%20amd64       :_DIRS_RMAK_:/ubuntu-24.04.3-live-server-amd64_nocloud.iso                              2026-01-12%2016:01:29+0000                      3303806976      Ubuntu-Server%2024.04.3%20LTS%20amd64       :_DIRS_LOAD_:/ubuntu-live-24.04/casper/initrd                                           :_DIRS_LOAD_:/ubuntu-live-24.04/casper/vmlinuz                                          :_DIRS_CONF_:/nocloud/ubuntu_server                                                     2026-01-21%2014:40:27+0000                      -                                                                                       c           
dvd         L           ubuntu-live-24.10                       Ubuntu%2024.10%20Live%20Server          ubuntu-24.10            ubuntu-24.10            2024-10-10      2025-07-10      https://releases.ubuntu.com/24.10/ubuntu-24.10[0-9.]*-live-server-amd64.iso                                                                     -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/linux/ubuntu/ubuntu-24.10-live-server-amd64.iso                           -                                               -               -                                           :_DIRS_RMAK_:/ubuntu-24.10-live-server-amd64_nocloud.iso                                -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-live-24.10/casper/initrd                                           :_DIRS_LOAD_:/ubuntu-live-24.10/casper/vmlinuz                                          :_DIRS_CONF_:/nocloud/ubuntu_server                                                     -                                               -                                                                                       -           
dvd         x           ubuntu-live-25.04                       Ubuntu%2025.04%20Live%20Server          ubuntu-25.04            ubuntu-25.04            2025-04-17      2026-01-15      https://releases.ubuntu.com/25.04/ubuntu-25.04[0-9.]*-live-server-amd64.iso                                                                     -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/linux/ubuntu/ubuntu-25.04-live-server-amd64.iso                           -                                               -               -                                           :_DIRS_RMAK_:/ubuntu-25.04-live-server-amd64_nocloud.iso                                -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-live-25.04/casper/initrd                                           :_DIRS_LOAD_:/ubuntu-live-25.04/casper/vmlinuz                                          :_DIRS_CONF_:/nocloud/ubuntu_server                                                     -                                               -                                                                                       -           
dvd         o           ubuntu-live-25.10                       Ubuntu%2025.10%20Live%20Server          ubuntu-25.10            ubuntu-25.10            2025-10-09      2026-07-09      https://releases.ubuntu.com/25.10/ubuntu-25.10[0-9.]*-live-server-amd64.iso                                                                     https://releases.ubuntu.com/25.10/ubuntu-25.10-live-server-amd64.iso                                                                            2025-10-07%2019:35:49+0000                      2283360256      -                                               200             :_DIRS_ISOS_:/linux/ubuntu/ubuntu-25.10-live-server-amd64.iso                           2025-10-07%2019:35:49+0000                      2283360256      Ubuntu-Server%2025.10%20amd64               :_DIRS_RMAK_:/ubuntu-25.10-live-server-amd64_nocloud.iso                                2026-01-12%2016:03:25+0000                      2283722752      Ubuntu-Server%2025.10%20amd64               :_DIRS_LOAD_:/ubuntu-live-25.10/casper/initrd                                           :_DIRS_LOAD_:/ubuntu-live-25.10/casper/vmlinuz                                          :_DIRS_CONF_:/nocloud/ubuntu_server                                                     2026-01-21%2014:40:27+0000                      -                                                                                       c           
dvd         o           ubuntu-live-26.04                       Ubuntu%2026.04%20Live%20Server          ubuntu-26.04            ubuntu-26.04            2026-04-23      2031-05-29      https://releases.ubuntu.com/26.04/ubuntu-26.04[0-9.]*-live-server-amd64.iso                                                                     https://releases.ubuntu.com/26.04/ubuntu-26.04[0-9.]*-live-server-amd64.iso                                                                     -                                               -               2026-01-22%2012:45:34+0000                      404             :_DIRS_ISOS_:/linux/ubuntu/ubuntu-26.04-live-server-amd64.iso                           -                                               -               -                                           :_DIRS_RMAK_:/ubuntu-26.04-live-server-amd64_nocloud.iso                                -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-live-26.04/casper/initrd                                           :_DIRS_LOAD_:/ubuntu-live-26.04/casper/vmlinuz                                          :_DIRS_CONF_:/nocloud/ubuntu_server                                                     2026-01-21%2014:40:27+0000                      -                                                                                       e           
dvd         o           ubuntu-live-26.04                       Ubuntu%2026.04%20Live%20Server          ubuntu-26.04            ubuntu-26.04            2026-04-23      2031-05-29      https://cdimage.ubuntu.com/releases/26.04/snapshot-[0-9.]*/ubuntu-26.04-snapshot[0-9.]*-live-server-amd64.iso                                   https://cdimage.ubuntu.com/releases/26.04/snapshot-2/ubuntu-26.04-snapshot2-live-server-amd64.iso                                               2025-12-09%2013:46:38+0000                      2378588160      -                                               200             :_DIRS_ISOS_:/linux/ubuntu/ubuntu-26.04-snapshot2-live-server-amd64.iso                 2025-12-09%2013:46:38+0000                      2378588160      Ubuntu-Server%2026.04%20LTS%20amd64         :_DIRS_RMAK_:/ubuntu-26.04-snapshot2-live-server-amd64_nocloud.iso                      -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-live-26.04/casper/initrd                                           :_DIRS_LOAD_:/ubuntu-live-26.04/casper/vmlinuz                                          :_DIRS_CONF_:/nocloud/ubuntu_server                                                     2026-01-21%2014:40:27+0000                      -                                                                                       c           
dvd         x           fedora-40                               Fedora%20Server%2040                    fedora-40               fedora-40               2024-04-23      2025-05-28      https://download.fedoraproject.org/pub/fedora/linux/releases/40/Server/x86_64/iso/Fedora-Server-dvd-x86_64-40-[0-9.]*.iso                       -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/linux/fedora/Fedora-Server-dvd-x86_64-40-1.14.iso                         -                                               -               -                                           :_DIRS_RMAK_:/Fedora-Server-dvd-x86_64-40-1.14_kickstart.iso                            -                                               -               -                                           :_DIRS_LOAD_:/fedora-40/images/pxeboot/initrd.img                                       :_DIRS_LOAD_:/fedora-40/images/pxeboot/vmlinuz                                          :_DIRS_CONF_:/kickstart/ks_fedora-40_dvd.cfg                                            -                                               -                                                                                       -           
dvd         x           fedora-41                               Fedora%20Server%2041                    fedora-41               fedora-41               2024-10-29      2025-11-19      https://download.fedoraproject.org/pub/fedora/linux/releases/41/Server/x86_64/iso/Fedora-Server-dvd-x86_64-41-[0-9.]*.iso                       -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/linux/fedora/Fedora-Server-dvd-x86_64-41-1.4.iso                          -                                               -               -                                           :_DIRS_RMAK_:/Fedora-Server-dvd-x86_64-41-1.4_kickstart.iso                             -                                               -               -                                           :_DIRS_LOAD_:/fedora-41/images/pxeboot/initrd.img                                       :_DIRS_LOAD_:/fedora-41/images/pxeboot/vmlinuz                                          :_DIRS_CONF_:/kickstart/ks_fedora-41_dvd.cfg                                            -                                               -                                                                                       -           
dvd         x           fedora-42                               Fedora%20Server%2042                    fedora-42               fedora-42               2025-04-15      2026-05-13      https://download.fedoraproject.org/pub/fedora/linux/releases/42/Server/x86_64/iso/Fedora-Server-dvd-x86_64-42-[0-9.]*.iso                       -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/linux/fedora/Fedora-Server-dvd-x86_64-42-1.1.iso                          -                                               -               -                                           :_DIRS_RMAK_:/Fedora-Server-dvd-x86_64-42-1.1_kickstart.iso                             -                                               -               -                                           :_DIRS_LOAD_:/fedora-42/images/pxeboot/initrd.img                                       :_DIRS_LOAD_:/fedora-42/images/pxeboot/vmlinuz                                          :_DIRS_CONF_:/kickstart/ks_fedora-42_dvd.cfg                                            -                                               -                                                                                       -           
dvd         o           fedora-43                               Fedora%20Server%2043                    fedora-43               fedora-43               2025-11-11      2026-12-02      https://download.fedoraproject.org/pub/fedora/linux/releases/43/Server/x86_64/iso/Fedora-Server-dvd-x86_64-43-[0-9.]*.iso                       https://download.fedoraproject.org/pub/fedora/linux/releases/43/Server/x86_64/iso/Fedora-Server-dvd-x86_64-43-1.6.iso                           2025-10-23%2003:43:07+0000                      3484483584      -                                               200             :_DIRS_ISOS_:/linux/fedora/Fedora-Server-dvd-x86_64-43-1.6.iso                          2025-10-23%2003:43:07+0000                      3484483584      Fedora-S-dvd-x86_64-43                      :_DIRS_RMAK_:/Fedora-Server-dvd-x86_64-43-1.6_kickstart.iso                             2026-01-12%2016:05:07+0000                      3484717056      Fedora-S-dvd-x86_64-43                      :_DIRS_LOAD_:/fedora-43/images/pxeboot/initrd.img                                       :_DIRS_LOAD_:/fedora-43/images/pxeboot/vmlinuz                                          :_DIRS_CONF_:/kickstart/ks_fedora-43_dvd.cfg                                            2026-01-21%2014:40:15+0000                      -                                                                                       c           
dvd         o           centos-stream-9                         CentOS%20Stream%209                     centos-stream-9         centos-stream-9         2021-12-03      2027-05-31      https://ftp.iij.ad.jp/pub/linux/centos-stream/9-stream/BaseOS/x86_64/iso/CentOS-Stream-9-latest-x86_64-dvd1.iso                                 https://ftp.iij.ad.jp/pub/linux/centos-stream/9-stream/BaseOS/x86_64/iso/CentOS-Stream-9-latest-x86_64-dvd1.iso                                 2026-01-19%2004:10:24+0000                      15323627520     2026-01-22%2012:45:41+0000                      200             :_DIRS_ISOS_:/linux/centos/CentOS-Stream-9-latest-x86_64-dvd1.iso                       2026-01-19%2004:10:24+0000                      15323627520     CentOS-Stream-9-BaseOS-x86_64               :_DIRS_RMAK_:/CentOS-Stream-9-latest-x86_64-dvd1_kickstart.iso                          2026-01-12%2016:11:30+0000                      15035095040     CentOS-Stream-9-BaseOS-x86_64               :_DIRS_LOAD_:/centos-stream-9/images/pxeboot/initrd.img                                 :_DIRS_LOAD_:/centos-stream-9/images/pxeboot/vmlinuz                                    :_DIRS_CONF_:/kickstart/ks_centos-stream-9_dvd.cfg                                      2026-01-21%2014:40:14+0000                      -                                                                                       c           
dvd         o           centos-stream-10                        CentOS%20Stream%2010                    centos-stream-10        centos-stream-10        2024-12-12      2030-01-01      https://ftp.iij.ad.jp/pub/linux/centos-stream/10-stream/BaseOS/x86_64/iso/CentOS-Stream-10-latest-x86_64-dvd1.iso                               https://ftp.iij.ad.jp/pub/linux/centos-stream/10-stream/BaseOS/x86_64/iso/CentOS-Stream-10-latest-x86_64-dvd1.iso                               2026-01-19%2004:30:41+0000                      10173087744     2026-01-22%2012:45:42+0000                      200             :_DIRS_ISOS_:/linux/centos/CentOS-Stream-10-latest-x86_64-dvd1.iso                      2026-01-19%2004:30:41+0000                      10173087744     CentOS-Stream-10-BaseOS-x86_64              :_DIRS_RMAK_:/CentOS-Stream-10-latest-x86_64-dvd1_kickstart.iso                         2026-01-12%2016:18:00+0000                      9232351232      CentOS-Stream-10-BaseOS-x86_64              :_DIRS_LOAD_:/centos-stream-10/images/pxeboot/initrd.img                                :_DIRS_LOAD_:/centos-stream-10/images/pxeboot/vmlinuz                                   :_DIRS_CONF_:/kickstart/ks_centos-stream-10_dvd.cfg                                     2026-01-21%2014:40:15+0000                      -                                                                                       c           
dvd         o           almalinux-9                             Alma%20Linux%209                        almalinux-9             almalinux-9.6           2025-05-20      20xx-xx-xx      https://repo.almalinux.org/almalinux/9/isos/x86_64/AlmaLinux-9-latest-x86_64-dvd.iso                                                            https://repo.almalinux.org/almalinux/9/isos/x86_64/AlmaLinux-9-latest-x86_64-dvd.iso                                                            2025-11-15%2011:54:07+0000                      13337886720     2026-01-22%2012:45:42+0000                      200             :_DIRS_ISOS_:/linux/almalinux/AlmaLinux-9-latest-x86_64-dvd.iso                         2025-11-15%2011:54:07+0000                      13337886720     AlmaLinux-9-7-x86_64-dvd                    :_DIRS_RMAK_:/AlmaLinux-9-latest-x86_64-dvd_kickstart.iso                               2026-01-12%2016:25:08+0000                      13511751680     AlmaLinux-9-7-x86_64-dvd                    :_DIRS_LOAD_:/almalinux-9/images/pxeboot/initrd.img                                     :_DIRS_LOAD_:/almalinux-9/images/pxeboot/vmlinuz                                        :_DIRS_CONF_:/kickstart/ks_almalinux-9_dvd.cfg                                          2026-01-21%2014:40:14+0000                      -                                                                                       c           
dvd         o           almalinux-10                            Alma%20Linux%2010                       almalinux-10            almalinux-10.0          2025-05-27      20xx-xx-xx      https://repo.almalinux.org/almalinux/10/isos/x86_64/AlmaLinux-10-latest-x86_64-dvd.iso                                                          https://repo.almalinux.org/almalinux/10/isos/x86_64/AlmaLinux-10-latest-x86_64-dvd.iso                                                          2025-11-19%2019:33:59+0000                      8953528320      2026-01-22%2012:45:43+0000                      200             :_DIRS_ISOS_:/linux/almalinux/AlmaLinux-10-latest-x86_64-dvd.iso                        2025-11-19%2019:33:59+0000                      8953528320      AlmaLinux-10-1-x86_64-dvd                   :_DIRS_RMAK_:/AlmaLinux-10-latest-x86_64-dvd_kickstart.iso                              2026-01-12%2016:31:15+0000                      8953767936      AlmaLinux-10-1-x86_64-dvd                   :_DIRS_LOAD_:/almalinux-10/images/pxeboot/initrd.img                                    :_DIRS_LOAD_:/almalinux-10/images/pxeboot/vmlinuz                                       :_DIRS_CONF_:/kickstart/ks_almalinux-10_dvd.cfg                                         2026-01-21%2014:40:14+0000                      -                                                                                       c           
dvd         o           rockylinux-9                            Rocky%20Linux%209                       rockylinux-9            rockylinux-9.6          2024-11-19      20xx-xx-xx      https://download.rockylinux.org/pub/rocky/9/isos/x86_64/Rocky-9-latest-x86_64-dvd.iso                                                           https://download.rockylinux.org/pub/rocky/9/isos/x86_64/Rocky-9-latest-x86_64-dvd.iso                                                           2025-11-22%2011:22:36+0000                      13360889856     2026-01-22%2012:45:44+0000                      200             :_DIRS_ISOS_:/linux/rockylinux/Rocky-9-latest-x86_64-dvd.iso                            2025-11-22%2011:22:36+0000                      13360889856     Rocky-9-7-x86_64-dvd                        :_DIRS_RMAK_:/Rocky-9-latest-x86_64-dvd_kickstart.iso                                   2026-01-12%2016:38:27+0000                      13534736384     Rocky-9-7-x86_64-dvd                        :_DIRS_LOAD_:/rockylinux-9/images/pxeboot/initrd.img                                    :_DIRS_LOAD_:/rockylinux-9/images/pxeboot/vmlinuz                                       :_DIRS_CONF_:/kickstart/ks_rockylinux-9_dvd.cfg                                         2026-01-21%2014:40:15+0000                      -                                                                                       c           
dvd         o           rockylinux-10                           Rocky%20Linux%2010                      rockylinux-10           rockylinux-10.0         20xx-xx-xx      20xx-xx-xx      https://download.rockylinux.org/pub/rocky/10/isos/x86_64/Rocky-10-latest-x86_64-dvd.iso                                                         https://download.rockylinux.org/pub/rocky/10/isos/x86_64/Rocky-10-latest-x86_64-dvd.iso                                                         2025-11-14%2020:54:28+0000                      9278128128      2026-01-22%2012:45:45+0000                      200             :_DIRS_ISOS_:/linux/rockylinux/Rocky-10-latest-x86_64-dvd.iso                           2025-11-14%2020:54:28+0000                      9278128128      Rocky-10-1-x86_64-dvd                       :_DIRS_RMAK_:/Rocky-10-latest-x86_64-dvd_kickstart.iso                                  2026-01-12%2016:45:45+0000                      9278363648      Rocky-10-1-x86_64-dvd                       :_DIRS_LOAD_:/rockylinux-10/images/pxeboot/initrd.img                                   :_DIRS_LOAD_:/rockylinux-10/images/pxeboot/vmlinuz                                      :_DIRS_CONF_:/kickstart/ks_rockylinux-10_dvd.cfg                                        2026-01-21%2014:40:16+0000                      -                                                                                       c           
dvd         o           miraclelinux-9                          Miracle%20Linux%209                     miraclelinux-9          miraclelinux-9.6        2025-07-14      20xx-xx-xx      https://repo.dist.miraclelinux.net/miraclelinux/isos/9.[0-9.]*-released/x86_64/MIRACLELINUX-9.[0-9.]*-rtm-x86_64.iso                            https://repo.dist.miraclelinux.net/miraclelinux/isos/9.6-released/x86_64/MIRACLELINUX-9.6-rtm-x86_64.iso                                        2025-07-09%2005:49:31+0000                      12297824256     -                                               200             :_DIRS_ISOS_:/linux/miraclelinux/MIRACLELINUX-9.6-rtm-x86_64.iso                        2025-07-09%2005:49:31+0000                      12297824256     MIRACLE-LINUX-9-6-x86_64                    :_DIRS_RMAK_:/MIRACLELINUX-9.6-rtm-x86_64_kickstart.iso                                 2026-01-12%2016:52:21+0000                      12472086528     MIRACLE-LINUX-9-6-x86_64                    :_DIRS_LOAD_:/miraclelinux-9/images/pxeboot/initrd.img                                  :_DIRS_LOAD_:/miraclelinux-9/images/pxeboot/vmlinuz                                     :_DIRS_CONF_:/kickstart/ks_miraclelinux-9_dvd.cfg                                       2026-01-21%2014:40:15+0000                      -                                                                                       c           
dvd         o           opensuse-leap-15.6                      openSUSE%20Leap%2015.6                  opensuse-leap-15.6      opensuse-leap-15.6      2024-06-12      2026-04-30      https://download.opensuse.org/distribution/leap/15.6/iso/openSUSE-Leap-15.6-DVD-x86_64-Media.iso                                                https://download.opensuse.org/distribution/leap/15.6/iso/openSUSE-Leap-15.6-DVD-x86_64-Media.iso                                                2024-06-20%2011:56:54+0000                      4631560192      2026-01-22%2012:45:47+0000                      200             :_DIRS_ISOS_:/linux/opensuse/openSUSE-Leap-15.6-DVD-x86_64-Media.iso                    2024-06-20%2011:56:54+0000                      4631560192      openSUSE-Leap-15.6-DVD-x86_64710            :_DIRS_RMAK_:/openSUSE-Leap-15.6-DVD-x86_64-Media_autoyast.iso                          -                                               -               -                                           :_DIRS_LOAD_:/opensuse-leap-15.6/boot/x86_64/loader/initrd                              :_DIRS_LOAD_:/opensuse-leap-15.6/boot/x86_64/loader/linux                               :_DIRS_CONF_:/autoyast/autoinst_leap-15.6_dvd.xml                                       2026-01-21%2014:40:14+0000                      -                                                                                       c           
dvd         o           opensuse-leap-16.0                      openSUSE%20Leap%2016.0                  opensuse-leap-16.0      opensuse-leap-16.0      2025-10-xx      20xx-xx-xx      https://download.opensuse.org/distribution/leap/16.0/offline/Leap-16.0-offline-installer-x86_64.install.iso                                     https://download.opensuse.org/distribution/leap/16.0/offline/Leap-16.0-offline-installer-x86_64.install.iso                                     2025-09-29%2013:54:01+0000                      4469030912      2026-01-22%2012:45:48+0000                      200             :_DIRS_ISOS_:/linux/opensuse/Leap-16.0-offline-installer-x86_64.install.iso             2025-09-29%2013:54:01+0000                      4469030912      Install-Leap-16.0-x86_64                    :_DIRS_RMAK_:/Leap-16.0-offline-installer-x86_64.install_agama.iso                      2026-01-12%2016:56:43+0000                      4468244480      Install-Leap-16.0-x86_64                    :_DIRS_LOAD_:/opensuse-leap-16.0/boot/x86_64/loader/initrd                              :_DIRS_LOAD_:/opensuse-leap-16.0/boot/x86_64/loader/linux                               :_DIRS_CONF_:/agama/autoinst_leap-16.0.json                                             2026-01-21%2014:40:14+0000                      -                                                                                       c           
dvd         o           opensuse-tumbleweed                     openSUSE%20Tumbleweed                   opensuse-tumbleweed     opensuse-tumbleweed     2014-11-xx      20xx-xx-xx      https://download.opensuse.org/tumbleweed/iso/openSUSE-Tumbleweed-DVD-x86_64-Current.iso                                                         https://download.opensuse.org/tumbleweed/iso/openSUSE-Tumbleweed-DVD-x86_64-Current.iso                                                         2026-01-14%2000:52:23+0000                      4561305600      2026-01-22%2012:45:51+0000                      200             :_DIRS_ISOS_:/linux/opensuse/openSUSE-Tumbleweed-DVD-x86_64-Current.iso                 2026-01-14%2000:52:23+0000                      4561305600      openSUSE-Tumbleweed-DVD-x86_64              :_DIRS_RMAK_:/openSUSE-Tumbleweed-DVD-x86_64-Current_autoyast.iso                       2026-01-12%2016:59:54+0000                      4551966720      openSUSE-Tumbleweed-DVD-x86_64              :_DIRS_LOAD_:/opensuse-tumbleweed/boot/x86_64/loader/initrd                             :_DIRS_LOAD_:/opensuse-tumbleweed/boot/x86_64/loader/linux                              :_DIRS_CONF_:/autoyast/autoinst_tumbleweed_dvd.xml                                      2026-01-21%2014:40:14+0000                      -                                                                                       c           
dvd         o           windows-10                              Windows%2010                            windows-10              windows-10              2022-10-18      2025-10-14      -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/windows/windows-10/Win10_22H2_Japanese_x64.iso                            2022-10-18%2015:21:50+0000                      6003816448      CCCOMA_X64FRE_JA-JP_DV9                     -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -           
dvd         o           windows-11                              Windows%2011                            windows-11              windows-11              2025-09-30      2027-10-12      -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/windows/windows-11/Win11_25H2_Japanese_x64.iso                            2025-09-30%2015:12:50+0000                      7650324480      CCCOMA_X64FRE_JA-JP_DV9                     -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -           
dvd         x           windows-11                              Windows%2011                            windows-11              windows-11              2024-10-01      2026-10-13      -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/windows/windows-11/Win11_24H2_Japanese_x64.iso                            -                                               -               -                                           -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -           
dvd         x           windows-11                              Windows%2011%20custom                   windows-11              windows-11              2024-10-01      2026-10-13      -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/windows/windows-11/Win11_24H2_Japanese_x64_custom.iso                     -                                               -               -                                           -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -           
dvd         m           menu-entry                              %20                                     -                       -                       -               -               -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               -                                                                                       -                                               -               -                                           -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -           
liveinst    m           menu-entry                              Live%20media%20Install%20mode           -                       -                       -               -               -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               -                                                                                       -                                               -               -                                           -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -           
liveinst    L           debian-live-11-standard                 Debian%2011%20Live%20standard           debian-11.0             debian-11.0             2021-08-14      2024-08-15      https://cdimage.debian.org/cdimage/archive/latest-oldoldstable-live/amd64/iso-hybrid/debian-live-11.[0-9.]*-amd64-standard.iso                  -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/linux/debian/debian-live-11.11.0-amd64-standard.iso                       -                                               -               -                                           :_DIRS_RMAK_:/debian-live-11.11.0-amd64-standard_preseed.iso                            -                                               -               -                                           :_DIRS_LOAD_:/debian-live-11-standard/d-i/initrd.gz                                     :_DIRS_LOAD_:/debian-live-11-standard/d-i/vmlinuz                                       :_DIRS_CONF_:/preseed/ps_debian_desktop_old.cfg                                         -                                               -                                                                                       -           
